Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2006;0.251;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2007;0.276;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2008;0.347;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2009;1.584;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2010;1.678;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2011;1.726;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2000;0.229;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2001;0.315;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2002;0.329;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2003;0.286;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2004;0.3;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2005;0.356;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2006;0.564;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2007;0.998;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2008;1.068;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2009;0.773;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2010;0.812;OECD Migration Database
NOR;IND;Inflows of foreign population by nationality;Tsd. Persons;2011;1.167;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.041;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.077;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.036;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.041;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.041;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.048;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2006;0.047;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2007;0.074;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2008;0.088;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2009;0.108;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.145;OECD Migration Database
NOR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2011;0.152;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2000;0.038;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2001;0.039;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2002;0.044;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2003;0.025;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2004;0.018;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2005;0.026;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2006;0.042;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2007;0.04;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2008;0.03;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2009;0.042;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.021;OECD Migration Database
NOR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2011;0.033;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2000;0.182;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2001;0.153;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2002;0.155;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2003;0.165;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2004;0.183;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2005;0.16;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2006;0.217;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2007;0.279;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2008;0.372;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2009;0.393;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.494;OECD Migration Database
NOR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2011;0.493;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2000;0.063;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2001;0.082;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2002;0.072;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2003;0.065;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2004;0.076;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2005;0.096;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2006;0.097;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2007;0.105;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2008;0.135;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2009;0.134;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.114;OECD Migration Database
NOR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2011;0.148;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2000;0.128;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2001;0.155;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2002;0.137;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2003;0.117;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2004;0.153;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2005;0.147;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2006;0.167;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2007;0.125;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2008;0.141;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2009;0.14;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.135;OECD Migration Database
NOR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2011;0.165;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2000;0.125;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2001;0.116;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2002;0.154;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2003;0.142;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2004;0.131;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2005;0.169;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2006;0.288;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2007;0.452;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2008;0.614;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2009;1.129;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2010;2.292;OECD Migration Database
NOR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2011;2.116;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2000;0.129;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2001;0.207;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2002;0.284;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2003;0.264;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2004;0.526;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2005;0.784;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2006;1.332;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2007;2.35;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2008;2.851;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2009;3.196;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2010;6.552;OECD Migration Database
NOR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2011;7.743;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2000;0.002;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2001;0.001;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2002;0.002;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2003;0;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2004;0.002;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2005;0.002;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2006;0.007;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2007;0.005;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2008;0.004;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2009;0.006;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.005;OECD Migration Database
NOR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2011;0.006;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2000;0.007;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2001;0.003;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2002;0.002;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2003;0.001;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2004;0;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2005;0.001;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2006;0.004;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2007;0.005;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2008;0.004;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2009;0.002;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2010;0.01;OECD Migration Database
NOR;MLT;Inflows of foreign population by nationality;Tsd. Persons;2011;0.004;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2000;0.062;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2001;0.042;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2002;0.051;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2003;0.06;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2004;0.053;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2005;0.057;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2006;0.069;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2007;0.089;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2008;0.095;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2009;0.109;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.1;OECD Migration Database
NOR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2011;0.12;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2000;0.318;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2001;0.378;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2002;0.325;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2003;0.33;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2004;0.454;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2005;0.605;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2006;0.78;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2007;0.903;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2008;0.908;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2009;0.666;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2010;0.71;OECD Migration Database
NOR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2011;0.665;OECD Migration Database
